127.0.0.1 - - [29/Aug/2019:10:20:36 +0000] "GET /2019/08/29/hello-world/ HTTP/1.0" 499 0 "http://portfolio.local/2019/08/29/hello-world/" "WordPress/5.2; http://portfolio.local"
127.0.0.1 - - [29/Aug/2019:10:20:41 +0000] "GET /index.php/2019/08/29/hello-world/ HTTP/1.0" 499 0 "http://portfolio.local/index.php/2019/08/29/hello-world/" "WordPress/5.2; http://portfolio.local"
127.0.0.1 - - [29/Aug/2019:10:20:46 +0000] "POST /wp-cron.php?doing_wp_cron=1567074045.3651800155639648437500 HTTP/1.0" 200 0 "http://portfolio.local/wp-cron.php?doing_wp_cron=1567074045.3651800155639648437500" "WordPress/5.2; http://portfolio.local"
127.0.0.1 - - [29/Aug/2019:11:47:25 +0000] "GET /wp-admin/ HTTP/1.0" 200 57747 "http://portfolio.local/wp-login.php?redirect_to=http%3A%2F%2Fportfolio.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:27 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.2 HTTP/1.0" 200 109108 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:28 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.2 HTTP/1.0" 200 340593 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:28 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter&ver=5.2 HTTP/1.0" 200 201794 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:30 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:32 +0000] "POST /wp-cron.php?doing_wp_cron=1567079251.8302500247955322265625 HTTP/1.0" 200 0 "http://portfolio.local/wp-cron.php?doing_wp_cron=1567079251.8302500247955322265625" "WordPress/5.2; http://portfolio.local"
127.0.0.1 - - [29/Aug/2019:11:47:33 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=74a0376e66&1567079249599 HTTP/1.0" 200 1114 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:34 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1215 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:38 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=74a0376e66&1567079253825 HTTP/1.0" 200 572 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:40 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 782 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:47:41 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=74a0376e66&1567079259623 HTTP/1.0" 200 1 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:48:30 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:50:32 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:51:32 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:52:33 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:54:01 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:54:42 +0000] "GET / HTTP/1.0" 200 18369 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:54:43 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:55:01 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:57:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:11:59:17 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:00:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 104 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:22 +0000] "GET /wp-admin/options-media.php HTTP/1.0" 200 26857 "http://portfolio.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:23 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.2 HTTP/1.0" 200 109108 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:23 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,svg-painter&ver=5.2 HTTP/1.0" 200 29488 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:24 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.2 HTTP/1.0" 200 340593 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:25 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:32 +0000] "GET /wp-admin/options-media.php HTTP/1.0" 200 26857 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:33 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:36 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:37 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:38 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:39 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:39 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:39 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:39 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:42 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 200 28744 "http://portfolio.local/wp-admin/options-media.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:01:43 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:03:43 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:04:40 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:06:41 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:07:46 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:08:46 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:10:47 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:11:47 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:11:57 +0000] "GET / HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:11:59 +0000] "GET / HTTP/1.0" 200 18369 "http://portfolio.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:00 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:05 +0000] "GET /wp-admin/about.php HTTP/1.0" 200 27914 "http://portfolio.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:06 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:22 +0000] "GET /wp-admin/options-general.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:22 +0000] "GET /wp-admin/options-general.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:24 +0000] "GET /wp-admin/options-general.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:25 +0000] "GET /wp-admin/options-general.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:26 +0000] "GET /wp-admin/options-general.php HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:30 +0000] "GET /wp-admin/options-general.php HTTP/1.0" 200 65266 "http://portfolio.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:31 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/wp-admin/options-general.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:12:59 +0000] "POST /wp-admin/options.php HTTP/1.0" 302 0 "http://portfolio.local/wp-admin/options-general.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:00 +0000] "GET /wp-admin/options-general.php?settings-updated=true HTTP/1.0" 200 67290 "http://portfolio.local/wp-admin/options-general.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:01 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/wp-admin/options-general.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:28 +0000] "GET /wp-admin/edit.php?post_type=page HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-general.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:30 +0000] "GET /wp-admin/post-new.php?post_type=page HTTP/1.0" 499 0 "http://portfolio.local/wp-admin/options-general.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:38 +0000] "GET /wp-admin/post-new.php?post_type=page HTTP/1.0" 200 386583 "http://portfolio.local/wp-admin/options-general.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:40 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar&ver=5.2 HTTP/1.0" 200 23724 "http://portfolio.local/wp-admin/post-new.php?post_type=page" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:40 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils,moxiejs,plupload&ver=5.2 HTTP/1.0" 200 213996 "http://portfolio.local/wp-admin/post-new.php?post_type=page" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:44 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,buttons,media-views,editor-buttons,wp-components,wp-block-editor,wp-nux,wp-editor,wp-block-library,wp-block-&load%5B%5D=library-theme,wp-edit-blocks,wp-edit-post,wp-format-library,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,t&load%5B%5D=hemes,about,nav-menus,wp-pointer,widgets,site-icon,l10n,wp-auth-check&ver=5.2 HTTP/1.0" 200 714797 "http://portfolio.local/wp-admin/post-new.php?post_type=page" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:48 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://portfolio.local/wp-admin/post-new.php?post_type=page" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [29/Aug/2019:12:13:51 +0000] "GET /wp-json/wp/v2/taxonomies?per_page=100&context=edit&_locale=user HTTP/1.0" 200 3371 "http://portfolio.local/wp-admin/post-new.php?post_type=page" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
